,citing author name,citing paper title,cited paper title,affiliation,latitude,longitude,county,city,state,country
1015,Yifei Min,[BOOK][B] Statistical Theory and Algorithms for Sequential Decision Making,Efficient Localization of Multiple Intruders in Shared Spectrum System,"Department of Statistics and Data Science, Yale University",,,,,,
1016,Yifei Min,[BOOK][B] Statistical Theory and Algorithms for Sequential Decision Making,Efficient Localization of Multiple Intruders in Shared Spectrum System,Yale University,41.2571306,-72.9896696,South Central Connecticut Planning Region,,Connecticut,United States
1017,Yifei Min,[BOOK][B] Statistical Theory and Algorithms for Sequential Decision Making,Efficient Quantum Network Communication Using Optimized Entanglement Swapping Trees,"Department of Statistics and Data Science, Yale University",,,,,,
1018,Yifei Min,[BOOK][B] Statistical Theory and Algorithms for Sequential Decision Making,Efficient Quantum Network Communication Using Optimized Entanglement Swapping Trees,Yale University,41.2571306,-72.9896696,South Central Connecticut Planning Region,,Connecticut,United States
1019,Yifei Min,[BOOK][B] Statistical Theory and Algorithms for Sequential Decision Making,Optimizing Initial State of Detector Sensors in Quantum Sensor Networks,"Department of Statistics and Data Science, Yale University",,,,,,
1020,Yifei Min,[BOOK][B] Statistical Theory and Algorithms for Sequential Decision Making,Optimizing Initial State of Detector Sensors in Quantum Sensor Networks,Yale University,41.2571306,-72.9896696,South Central Connecticut Planning Region,,Connecticut,United States
1021,Yiming Zeng,Efficient Entanglement Distribution Over Quantum Networks,Efficient Quantum Network Communication Using Optimized Entanglement Swapping Trees,Binghamton University,42.0877998,-75.9706607,Broome County,City of Binghamton,New York,United States
1022,Yiming Zeng,Multi-Entanglement Routing Design Over Quantum Networks Using Greenberger–Horne–Zeilinger Measurements,Efficient Quantum Network Communication Using Optimized Entanglement Swapping Trees,Binghamton University,42.0877998,-75.9706607,Broome County,City of Binghamton,New York,United States
1023,Yiming Zeng,Multi-User Entanglement Routing Design over Quantum Internets,Efficient Quantum Network Communication Using Optimized Entanglement Swapping Trees,Binghamton University,42.0877998,-75.9706607,Broome County,City of Binghamton,New York,United States
1024,Yu Li,Improving Inspector Training and Understanding Through Human-Centric Intelligence Methods for Drone-Assisted Bridge Inspection,DeepMTL Pro: Deep Learning Based Multiple Transmitter Localization and Power Estimation,Austin,30.2711286,-97.7436995,Travis County,Austin,Texas,United States
1025,Yu Li,Improving Inspector Training and Understanding Through Human-Centric Intelligence Methods for Drone-Assisted Bridge Inspection,DeepMTL Pro: Deep Learning Based Multiple Transmitter Localization and Power Estimation,University of Texas at Austin,30.2851494,-97.7339352,Travis County,Austin,Texas,United States
1026,Yu Wang (王昱),Topology design with resource allocation and entanglement distribution for quantum networks,Efficient Quantum Network Communication Using Optimized Entanglement Swapping Trees,Information Sciences,47.2129461,-1.5648533,Loire-Atlantique,Nantes,Pays de la Loire,France
1027,Yu Wang (王昱),Topology design with resource allocation and entanglement distribution for quantum networks,Efficient Quantum Network Communication Using Optimized Entanglement Swapping Trees,"Professor and Chair of Computer and Information Sciences, FIEEE, DMACM, Temple University",,,,,,
1028,Yu Wang (王昱),Topology design with resource allocation and entanglement distribution for quantum networks,Efficient Quantum Network Communication Using Optimized Entanglement Swapping Trees,Temple University,39.981188,-75.1562828,Philadelphia County,Philadelphia,Pennsylvania,United States
1029,Yubo Luo,Scaling Up Task Execution on Resource-Constrained Systems,DeepAlloc: Deep Learning Approach to Spectrum Allocation in Shared Spectrum Systems,Chapel Hill,35.9131542,-79.05578,Orange County,Chapel Hill,North Carolina,United States
1030,Yubo Luo,Scaling Up Task Execution on Resource-Constrained Systems,DeepMTL Pro: Deep Learning Based Multiple Transmitter Localization and Power Estimation,Chapel Hill,35.9131542,-79.05578,Orange County,Chapel Hill,North Carolina,United States
1031,Yubo Luo,Scaling Up Task Execution on Resource-Constrained Systems,DeepMTL: Deep Learning Based Multiple Transmitter Localization,Chapel Hill,35.9131542,-79.05578,Orange County,Chapel Hill,North Carolina,United States
1032,Yubo Luo,Scaling Up Task Execution on Resource-Constrained Systems,Discrete Outcome Quantum Sensor Networks,Chapel Hill,35.9131542,-79.05578,Orange County,Chapel Hill,North Carolina,United States
1033,Yubo Luo,Scaling Up Task Execution on Resource-Constrained Systems,Efficient Quantum Network Communication Using Optimized Entanglement Swapping Trees,Chapel Hill,35.9131542,-79.05578,Orange County,Chapel Hill,North Carolina,United States
1034,Yubo Luo,Scaling Up Task Execution on Resource-Constrained Systems,Near-optimal Multihop Scheduling in General Circuit-switched Networks,Chapel Hill,35.9131542,-79.05578,Orange County,Chapel Hill,North Carolina,United States
1035,Yubo Luo,Scaling Up Task Execution on Resource-Constrained Systems,Optimizing Initial State of Detector Sensors in Quantum Sensor Networks,Chapel Hill,35.9131542,-79.05578,Orange County,Chapel Hill,North Carolina,United States
1036,Yubo Luo,Scaling Up Task Execution on Resource-Constrained Systems,Quantum Sensor Network Algorithms for Transmitter Localization,Chapel Hill,35.9131542,-79.05578,Orange County,Chapel Hill,North Carolina,United States
1037,Yubo Luo,Scaling Up Task Execution on Resource-Constrained Systems,Selection of Sensors for Efficient Transmitter Localization,Chapel Hill,35.9131542,-79.05578,Orange County,Chapel Hill,North Carolina,United States
1038,Yuichiro Mori,Identification of Phase Plate Properties Using Photonic Quantum Sensor Networks,Discrete Outcome Quantum Sensor Networks,Postdoctoral researcher,,,,,,
1039,Yuichiro Mori,Identification of Phase Plate Properties Using Photonic Quantum Sensor Networks,Discrete Outcome Quantum Sensor Networks,"Postdoctoral researcher, National Institute of Advanced Industrial Science and Technology （AIST）",,,,,,
1040,Yuichiro Mori,Identification of Phase Plate Properties Using Photonic Quantum Sensor Networks,Discrete Outcome Quantum Sensor Networks,Technology （AIST）,-3.4024715,36.7981256,,,Arusha,Tanzania
1041,Yuichiro Mori,Identification of Phase Plate Properties Using Photonic Quantum Sensor Networks,Optimizing Initial State of Detector Sensors in Quantum Sensor Networks,Postdoctoral researcher,,,,,,
1042,Yuichiro Mori,Identification of Phase Plate Properties Using Photonic Quantum Sensor Networks,Optimizing Initial State of Detector Sensors in Quantum Sensor Networks,"Postdoctoral researcher, National Institute of Advanced Industrial Science and Technology （AIST）",,,,,,
1043,Yuichiro Mori,Identification of Phase Plate Properties Using Photonic Quantum Sensor Networks,Optimizing Initial State of Detector Sensors in Quantum Sensor Networks,Technology （AIST）,-3.4024715,36.7981256,,,Arusha,Tanzania
1044,Yuning Chen,OrchLoc: In-orchard localization via a single LoRa gateway and generative diffusion model-based fingerprinting,DeepMTL Pro: Deep Learning Based Multiple Transmitter Localization and Power Estimation,Meta,37.4851,-122.1483,Menlo Park,San Mateo,California,USA
1045,Yuning Chen,OrchLoc: In-orchard localization via a single LoRa gateway and generative diffusion model-based fingerprinting,DeepMTL Pro: Deep Learning Based Multiple Transmitter Localization and Power Estimation,"Research Scientist, Meta",37.4851,-122.1483,Menlo Park,San Mateo,California,USA
1046,Yuning Chen,OrchLoc: In-orchard localization via a single LoRa gateway and generative diffusion model-based fingerprinting,DeepMTL: Deep Learning Based Multiple Transmitter Localization,Meta,37.4851,-122.1483,Menlo Park,San Mateo,California,USA
1047,Yuning Chen,OrchLoc: In-orchard localization via a single LoRa gateway and generative diffusion model-based fingerprinting,DeepMTL: Deep Learning Based Multiple Transmitter Localization,"Research Scientist, Meta",37.4851,-122.1483,Menlo Park,San Mateo,California,USA
1048,Yuning Chen,OrchLoc: In-orchard localization via a single LoRa gateway and generative diffusion model-based fingerprinting,Efficient Localization of Multiple Intruders in Shared Spectrum System,Meta,37.4851,-122.1483,Menlo Park,San Mateo,California,USA
1049,Yuning Chen,OrchLoc: In-orchard localization via a single LoRa gateway and generative diffusion model-based fingerprinting,Efficient Localization of Multiple Intruders in Shared Spectrum System,"Research Scientist, Meta",37.4851,-122.1483,Menlo Park,San Mateo,California,USA
1050,Yunming Xiao,Revising System Premises for a Secure and Private Web,Selection of Sensors for Efficient Transmitter Localization,Shenzhen,22.5445741,114.0545429,,Futian District,Guangdong,China
1051,Yunming Xiao,Revising System Premises for a Secure and Private Web,Selection of Sensors for Efficient Transmitter Localization,The Chinese University of Hong Kong,22.4201838,114.2079145,,Hong Kong,,China
1052,Yunming Xiao,Revising System Premises for a Secure and Private Web,Selection of Sensors for Efficient Transmitter Localization,"The Chinese University of Hong Kong, Shenzhen",22.6910685,114.207366,,Longgang District,Guangdong,China
1053,Yuxiang Yang,QuERLoc: Towards Next-Generation Localization with Quantum-Enhanced Ranging,Quantum Sensor Network Algorithms for Transmitter Localization,School of Computing,,,,,,
1054,Yuxiang Yang,QuERLoc: Towards Next-Generation Localization with Quantum-Enhanced Ranging,Quantum Sensor Network Algorithms for Transmitter Localization,"School of Computing and Data Science, The University of Hong Kong",,,,,,
1055,Yuxiang Yang,QuERLoc: Towards Next-Generation Localization with Quantum-Enhanced Ranging,Quantum Sensor Network Algorithms for Transmitter Localization,The University of Hong Kong,22.2826975,114.138455,Central and Western District,Hong Kong,,China
1056,Yuzhou Chen,Joint Swapping and Purification with Failures for Entanglement Distribution in Quantum Networks,Efficient Quantum Network Communication Using Optimized Entanglement Swapping Trees,Riverside,33.9824949,-117.374238,Riverside County,Riverside,California,United States
1057,Yuzhou Chen,Joint Swapping and Purification with Failures for Entanglement Distribution in Quantum Networks,Efficient Quantum Network Communication Using Optimized Entanglement Swapping Trees,University of California,33.9820425,-117.332218,Riverside County,Riverside,California,United States
1058,Yuzhou Chen,Joint Swapping and Purification with Failures for Entanglement Distribution in Quantum Networks,Efficient Quantum Network Communication Using Optimized Entanglement Swapping Trees,"University of California, Riverside",33.9702033,-117.3320289,Riverside County,Riverside,California,United States
1059,ZHAO Xiaopeng,Neural radio-frequency radiance fields: development and applications,DeepMTL: Deep Learning Based Multiple Transmitter Localization,2012 Labs,51.2139999,4.4230093,Antwerp,Antwerp,Antwerp,Belgium
